Journal Code,"Online
ISSN",Journal Title,Full Article Publication Charge,Unnamed: 4,Unnamed: 5,Discounted APC for Society Members,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
VETR,2042-7670,Veterinary Record,2915,2300,2630,,,,,VETR
VSU,1532-950X,Veterinary Surgery,3000,2000,2500,,,,,VSU
VJCH,2572-8288,Vietnam Journal of Chemistry,3000,2000,2500,,,,,VJCH
VAR,1548-7458,Visual Anthropology Review,3000,2000,2500,,,,,VAR
VOX,1423-0410,Vox Sanguinis,3600,2400,3000,,,,,VOX
WEJ,1747-6593,Water and Environment Journal,3100,2067,2583,,,,,WEJ
WER,1554-7531,Water Environment Research,2500,1870,2116,1875,1403,1587,,WER
WRCR,1944-7973,Water Resources Research,2700,2106,2538,,,,,WRCR
WEA,1477-8696,Weather,1500,1000,1250,1200,800,1000,,WEA
WBM,1445-6664,Weed Biology and Management,2750,1850,2300,,,,,WBM
WRE,1365-3180,Weed Research,3500,2350,2900,,,,,WRE
WMON,1938-5455,Wildlife Monographs,2750,2100,2500,,,,,WMON
WSB,1938-5463,Wildlife Society Bulletin,3300,2200,2750,,,,,WSB
WCS,1939-5086,Wiley Interdisciplinary Reviews - Cognitive Science,3400,2250,2850,,,,,WCS
WNAN,1939-0041,Wiley Interdisciplinary Reviews - Nanomedicine and Nanobiotechnology,3700,2450,3100,,,,,WNAN
WCMS,1759-0884,Wiley Interdisciplinary Reviews: Computational Molecular Science,4500,3000,3750,,,,,WCMS
WICS,1939-0068,Wiley Interdisciplinary Reviews: Computational Statistics,2500,1667,2083,,,,,WICS
WIDM,1942-4795,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,3300,2200,2750,,,,,WIDM
WDEV,1759-7692,Wiley Interdisciplinary Reviews: Developmental Biology,4200,2800,3500,,,,,WDEV
WENE,2041-840X,Wiley Interdisciplinary Reviews: Energy and Environment,3600,2400,3000,,,,,WENE
WFS2,2573-9468,Wiley Interdisciplinary Reviews: Forensic Science,3000,2000,2500,,,,,WFS2
WRNA,1757-7012,Wiley Interdisciplinary Reviews: RNA,4000,2667,3333,,,,,WRNA
WSBM,1939-005X,Wiley Interdisciplinary Reviews: Systems Biology and Medicine,4000,2700,3300,,,,,WSBM
WAT2,2049-1948,Wiley Interdisciplinary Reviews: Water,3100,2050,2600,,,,,WAT2
WCC,1757-7799,WIREs Climate Change,4300,2850,3600,,,,,WCC
WENG,1467-971X,World Englishes,2600,1750,2150,,,,,WENG
WFP2,2372-8639,World Food Policy,3000,2000,2500,,,,,WFP2
WMH3,1948-4682,World Medical & Health Policy (Electronic),2500,1650,2100,,,,,WMH3
WWP2,2639-541X,World Water Policy,3000,2000,2500,,,,,WWP2
WVN,1741-6787,Worldviews on Evidence-Based Nursing,2650,1350,2000,,,,,WVN
WRR,1524-475X,Wound Repair and Regeneration,3300,2200,2750,2550,1700,2125,,WRR
XEN,1399-3089,Xenotransplantation,3700,2450,3100,,,,,XEN
XRS,1097-4539,X-Ray Spectrometry,3300,2200,2750,,,,,XRS
YEA,1097-0061,Yeast,3500,2350,2900,,,,,YEA
ZAMM,1521-4001,ZAMM - Journal of Applied Mathematics and Mechanics,2500,1667,2083,,,,,ZAMM
ZAAC,1521-3749,Zeitschrift für anorganische und allgemeine Chemie,3000,2000,2500,,,,,ZAAC
ZOO,1098-2361,Zoo Biology,3400,2267,2833,,,,,ZOO
ZSC,1463-6409,Zoologica Scripta,3000,2000,2500,,,,,ZSC
ZPH,1863-2378,Zoonoses and Public Health,4200,2800,3500,,,,,ZPH
ZYGO,1467-9744,Zygon® Journal of Religion and Science,2500,1650,2100,,,,,ZYGO
