Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
ADSP,Adultspan Journal,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.888,0.9,900,3650,No,0,3650,52,500,4150,No direct competitors,0,4150,4150,4150,1650,4200,4284,0.7136,No,0,6498.833591846457,2298.8335918464572,Subscription revenue considerably higher than APC - please review,41.51503301574804,0,4300,2850,3600,1800,0.72,over 40%,Increase,Yes,4300,4300,2850,3600,130000,223600,126971.35642649999,134750.2482379792,2441.756854355769,2591.350927653446,0.1,57.2,139668.49206915,0.72,-0.3,-0.216,44.844800000000006,116208.61408043327,-10762.74234606672,,-0.08476512064590691,19.731712,25.113088000000005,14267.065799458334,274.3666499895834,5413.723719999262,65076.823885042635,70490.5476050419,14074.267612979167,270.6589925572917,12137.648389433236,7778.891811479203,2600.0,-5178.891811479203
ADSU,Advanced Sustainable Systems,O-Proprietary Owned,3800.0,2550.0,3150.0,3800,2550.0,3150,0.0,0.0,Physical Sci,3500,None,None,-500,3000,No,0,3000,31,500,3500,No direct competitors,0,3500,3500,3500,-300,3800,3876,0.02,No,0,0.0,-3800.0,0,0.0,0,3900,2650,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2650,3250,117800,120900,101357.42105,108499.00369404761,3269.594227419355,3499.96786109831,0.1,34.1,111493.163155,0.02631578947368421,0.0,0.0,34.1,119348.90406345238,17991.48301345238,,0.17750533534764182,15.004000000000001,19.096,70582.65573035715,2276.8598622695854,34162.00537349286,66835.38627553332,100997.39164902619,69771.36083690476,2250.689059254992,76748.49692059524,7141.5826440476085,2356.0,-4785.5826440476085
ADTP,Advanced Therapeutics,O-Proprietary Owned,3800.0,2550.0,3150.0,3800,2550.0,3150,0.0,0.0,Physical Sci,3500,None,None,-500,3000,No,0,3000,0,2500,2500,No direct competitors,0,2500,2500,2500,-1300,3800,3876,0.02,No,0,367.46399999999994,-3432.536,0,0.0,0,3900,2650,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2650,3250,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADTS,Advanced Theory and Simulations,O-Proprietary Owned,3800.0,2550.0,3150.0,3800,2550.0,3150,0.0,0.0,Physical Sci,3500,None,None,-500,3000,No,0,3000,37,500,3500,No direct competitors,0,3500,3500,3500,-300,3800,3876,0.02,No,0,0.0,-3800.0,0,0.0,0,3900,2650,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2650,3250,140600,144300,136617.0930125,142963.3028378125,3692.3538652027028,3863.8730496706075,0.1,40.7,150278.80231375,0.02631578947368421,0.0,0.0,40.7,157259.63312159374,20642.540109093738,,0.15109778472013757,17.908,22.792,14811.75775046875,400.31777703969595,7168.890751226876,88065.39454809249,95234.28529931937,14633.302837812498,395.49467129222967,16096.633121593748,6346.209825312486,2812.0,-3534.209825312486
AEC,Austral Ecology,N-Society Owned,3100.0,2067.0,2583.0,3100,2067.0,2583,0.0,0.0,Life Sci,3250,0.683,0.7,700,3950,No,0,3950,6,0,3950,No direct competitors,0,3950,3950,3950,850,4000,4080,0.3161290322580645,No,0,14924.984527055554,10924.984527055554,Subscription revenue considerably higher than APC - please review,0.0,0,4100,2750,3400,1000,0.32,31-35%,Increase,Yes,4100,4100,2750,3400,18600,24600,16825.0,25300.0,2804.1666666666665,4216.666666666667,0.1,6.6000000000000005,18507.5,0.3225806451612903,-0.2,-0.06451612903225806,6.174193548387097,26034.51612903226,9209.516129032261,,0.5473709437760631,2.7166451612903226,3.4575483870967747,0.0,0.0,0.0,14579.329032258067,14579.329032258067,0.0,0.0,0.0,8475.0,372.0,-8103.0
AEHR,Australian Economic History Review,J-Joint Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,0.45499999999999996,0.5,500,3250,No,0,3250,26,500,3750,No direct competitors,0,3750,3750,3750,1250,3800,3876,0.5504,No,0,2308.988036869318,-1491.011963130682,0,0.0,0,3900,2600,3250,1400,0.56,over 40%,Increase,Yes,3900,3900,2600,3250,65000,101400,56610.1665,60634.66681730769,2177.314096153846,2332.1025698964495,0.1,28.6,62271.183150000004,0.56,-0.2,-0.11200000000000002,25.396800000000002,59227.94254714615,2617.7760471461515,,0.04624215417465963,11.174592,14.222208000000002,26543.717134615385,1020.9121974852071,11408.277274720616,33167.647826401844,44575.92510112246,26052.16681730769,1002.0064160502958,25447.756547146153,4024.500317307691,1300.0,-2724.500317307691
AEJ,Australian Endodontic Journal,N-Society Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,Health Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,0,2500,2550,0.02,No,0,0.0,-2500.0,0,0.0,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AELM,Advanced Electronic Materials,O-Proprietary Owned,3800.0,2550.0,3150.0,4200,2800.0,3500,400.0,0.10526315789473684,Physical Sci,3500,0.714,0.7,700,4200,No,0,4200,0,2500,2500,No direct competitors,0,2500,2500,2500,-1700,4200,4284,0.02,No,0,4377.536341293269,177.5363412932693,0,0.0,0,4300,2850,3550,100,0.02,1-2%,Increase,Yes,4300,4300,2850,3550,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEN,Austral Entomology,N-Society Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,Life Sci,3250,0.41600000000000004,0.4,300,3550,No,0,3550,4,-500,3050,No direct competitors,0,3050,3050,3050,550,3100,3162,0.2648,No,0,251.70796308055554,-2848.2920369194444,0,2.8236197666666665,0,3150,2100,2600,650,0.26,26-30%,Increase,Yes,3150,3150,2100,2600,10000,12600,9684.0,14400.0,2421.0,3600.0,0.1,4.4,10652.400000000001,0.26,-0.1,-0.026000000000000002,4.2856000000000005,15428.160000000002,5744.160000000002,,0.5931598513011154,1.8856640000000002,2.3999360000000003,8100.0,2025.0,3818.4696000000004,8639.769600000001,12458.239200000002,8000.0,2000.0,8571.2,4716.0,200.0,-4516.0
AENM,Advanced Energy Materials,O-Proprietary Owned,5000.0,3333.0,4167.0,5000,3333.0,4167,0.0,0.0,Physical Sci,3500,0.831,0.8,800,4300,No,0,4300,12,0,4300,No direct competitors,0,4300,4300,4300,-700,5000,5100,0.02,No,0,1789.9438643175677,-3210.0561356824323,0,0.0,0,5100,3400,4250,100,0.02,1-2%,Increase,Yes,5100,5100,3400,4250,60000,61200,35387.5,41821.74350123659,2948.9583333333335,3485.1452917697156,0.1,13.200000000000001,38926.25000000001,0.02,0.0,0.0,13.200000000000001,46003.91785136025,10616.417851360253,,0.3000047432387214,5.808000000000001,7.392,4037.837837837838,336.4864864864865,1954.313513513514,25762.19399676174,27716.507510275253,3989.1891891891896,332.43243243243245,4388.108108108108,6434.2435012365895,1200.0,-5234.2435012365895
AEPA,Australian Economic Papers,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,0.506,0.5,500,3250,No,0,3250,1,-500,2750,No direct competitors,0,2750,2750,2750,250,2800,2856,0.1424,No,0,1200.773666730769,-1599.226333269231,0,0.0,0,2850,1900,2350,350,0.14,11-15%,Increase,Yes,2850,2850,1900,2350,2500,2850,2478.77,2550.0,2478.77,2550.0,0.1,1.1,2726.6470000000004,0.14,0.0,0.0,1.1,2805.0,326.23,,0.1316096289692065,0.48400000000000004,0.6160000000000001,0.0,0.0,0.0,1570.8000000000002,1570.8000000000002,0.0,0.0,0.0,71.23000000000002,50.0,-21.230000000000018
AEPP,Applied Economic Perspectives and Policy,N-Society Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,SSH,2750,0.7130000000000001,0.7,700,3450,No,0,3450,4,-500,2950,No direct competitors,0,2950,2950,2950,-350,3300,3366,0.02,No,0,1711.0148091603053,-1588.9851908396947,0,14.28969465648855,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,13200,13400,9875.0,10675.0,2468.75,2668.75,0.1,4.4,10862.5,0.015151515151515152,0.0,0.0,4.4,11742.500000000002,1867.5000000000018,,0.1891139240506331,1.9360000000000002,2.4640000000000004,3100.0,775.0,1500.4,6575.800000000001,8076.200000000001,3050.0,762.5,3355.0000000000005,800.0,264.0,-536.0
AEPR,Asian Economic Policy Review,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.804,0.8,800,3550,No,0,3550,81,500,4050,No direct competitors,0,4050,4050,4050,1550,4100,4182,0.6728,No,0,555.7791353922415,-3544.2208646077584,0,427.57019633189657,0,4200,2750,3550,1700,0.68,over 40%,Increase,Yes,4200,4200,2750,3550,202500,340200,278253.362063,291561.1592132309,3435.2266921358023,3599.5204841139616,0.1,89.10000000000001,306078.6982693,0.68,-0.3,-0.20400000000000001,70.92360000000001,255290.951007105,-22962.411055894976,,-0.08252339122032244,31.206384000000003,39.71721600000001,120123.81140796203,1483.0100173822473,46279.380078277085,142962.9325639788,189242.31264225589,121699.32138184807,1502.4607578005935,106559.92580194618,13307.797150230908,4050.0,-9257.797150230908
AEQ,Anthropology & Education Quarterly,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.94,0.9,900,3650,No,0,3650,12,0,3650,No direct competitors,0,3650,3650,3650,650,3700,3774,0.258,No,0,9620.057230769231,5920.057230769231,Subscription revenue considerably higher than APC - please review,11.246153846153845,0,3750,2500,3150,750,0.25,21-25%,Increase,Yes,3750,3750,2500,3150,36000,45000,36883.6075,38609.93811813407,3073.6339583333333,3217.4948431778394,0.1,13.200000000000001,40571.968250000005,0.25,-0.1,-0.025,12.870000000000001,41409.158631698796,4525.551131698798,,0.12269816968686693,5.662800000000001,7.2072,20955.550273972603,1746.2958561643836,9888.924174287673,23189.128833751325,33078.053008039,20679.819349315072,1723.3182791095894,22179.106252140416,1726.330618134074,720.0,-1006.330618134074
AERE,The Australian Economic Review,N-Society Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,0.938,0.9,900,3650,No,0,3650,6,0,3650,No direct competitors,0,3650,3650,3650,1150,3700,3774,0.5096,No,0,5076.386491217391,1376.3864912173913,0,0.0,0,3750,2500,3100,1250,0.5,over 40%,Increase,Yes,3750,3750,2500,3100,15000,22500,17407.26625,21884.0828125,2901.211041666667,3647.347135416667,0.1,6.6000000000000005,19147.992875000004,0.5,-0.2,-0.1,5.94,21665.241984375003,4257.9757343750025,,0.24460910020118767,2.6136000000000004,3.3264,6975.870583333333,1162.6450972222221,3038.6892261000003,12132.53551125,15171.22473735,6884.082812500001,1147.3471354166668,6815.241984375001,4476.8165625,300.0,-4176.8165625
AET2,AEM Education and Training,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Health Sci,3250,None,None,-500,2750,No,0,2750,27,500,3250,No direct competitors,0,3250,3250,3250,250,3300,3366,0.122,No,0,0.0,-3300.0,0,0.0,0,3350,2250,2800,350,0.12,11-15%,Increase,Yes,3350,3350,2250,2800,81000,90450,92209.4505,96971.08867105264,3415.1648333333337,3591.5218026315792,0.1,29.700000000000003,101430.39555000002,0.11666666666666667,0.0,0.0,29.700000000000003,106668.19753815791,14458.747038157904,,0.156803309853342,13.068000000000001,16.632,73329.30775657894,2715.9002872807014,35491.38495418421,59734.190621368434,95225.57557555265,72401.08867105264,2681.5218026315792,79641.19753815791,4761.638171052633,1620.0,-3141.638171052633
AFDR,African Development Review,N-Society Owned,3300.0,2200.0,2750.0,3300,2200.0,2750,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,15,0,2250,No direct competitors,0,2250,2250,2250,-1050,3300,3366,0.02,No,0,0.0,-3300.0,0,0.0,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,49500,50250,46760.415537500005,50278.45673585526,3117.3610358333335,3351.897115723684,0.1,16.5,51436.457091250006,0.015151515151515152,0.0,0.0,16.5,55306.30240944078,8545.886871940776,,0.18275900189739147,7.26,9.24,29593.052335032895,1972.8701556688598,14323.037330155921,30971.52934928684,45294.56667944276,29718.456735855263,1981.2304490570175,32690.30240944079,3518.041198355255,990.0,-2528.041198355255
AFE,Agricultural and Forest Entomology,N-Society Owned,3500.0,2350.0,2900.0,3600,2400.0,3000,100.0,0.02857142857142857,Life Sci,3250,None,None,-500,2750,No,0,2750,32,500,3250,No direct competitors,0,3250,3250,3250,-350,3600,3672,0.02,No,0,0.0,-3600.0,0,0.0,0,3650,2400,3050,50,0.01,1-2%,Increase,Yes,3650,3650,2450,3050,115200,116800,103990.32102500001,111450.77450178571,3249.6975320312504,3482.8367031808034,0.1,35.2,114389.35312750003,0.013888888888888888,0.0,0.0,35.2,122595.85195196429,18605.530926964275,,0.17891598702240158,15.488000000000001,19.712000000000003,55577.61552589286,1736.800485184152,26899.565914532148,68653.6770931,95553.24300763215,55500.69712083333,1734.3967850260415,61050.76683291666,7460.453476785697,2304.0,-5156.453476785697
AGE,Animal Genetics,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,0.377,0.4,300,3550,No,0,3550,11,0,3550,No direct competitors,0,3550,3550,3550,550,3600,3672,0.224,No,0,11181.137657657659,7581.137657657659,Subscription revenue considerably higher than APC - please review,0.5618918918918918,0,3650,2450,3050,650,0.22,21-25%,Increase,Yes,3650,3650,2450,3050,33000,40150,39633.3885,40755.0,3603.035318181818,3705.0,0.1,12.100000000000001,43596.72735000001,0.21666666666666667,-0.1,-0.021666666666666667,11.837833333333334,43859.1725,4225.784,,0.1066218196306884,5.208646666666667,6.6291866666666674,31600.0,2872.7272727272725,14963.021333333332,24561.1366,39524.157933333336,31200.0,2836.3636363636365,33576.4,1121.611499999999,660.0,-461.61149999999907
AGEC,Agricultural Economics,N-Society Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,SSH,2750,0.5349999999999999,0.5,500,3250,No,0,3250,2,-500,2750,No direct competitors,0,2750,2750,2750,-550,3300,3366,0.02,No,0,2293.8320515326527,-1006.1679484673473,0,0.0,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,6600,6700,4646.207593499999,5854.22156781,2323.1037967499997,2927.110783905,0.1,2.2,5110.82835285,0.015151515151515152,0.0,0.0,2.2,6439.643724591001,1793.4361310910017,,0.3860000000000004,0.9680000000000001,1.2320000000000002,5947.14571968,2973.57285984,2878.4185283251204,3606.2004857709608,6484.619014096081,5854.22156781,2927.110783905,6439.643724591001,1208.0139743100008,132.0,-1076.0139743100008
AGJ2,Agronomy Journal,N-Society Owned,0.0,0.0,0.0,1000,800.0,900,1000.0,0.0,Life Sci,3250,0.47,0.5,500,3750,No,0,3750,4,-500,3250,No direct competitors,0,3250,3250,3250,2250,3300,3366,2.366,No,0,,,,,,3350,2700,3000,2350,2.35,over 40%,Increase,Yes,3350,3350,2700,3000,4000,13400,13102.284,18597.694,3275.571,4649.4235,0.1,4.4,14412.512400000001,2.35,-0.4,-0.9400000000000001,0.2639999999999998,1227.447803999999,-11874.836196,,-0.9063180279102484,0.1161599999999999,0.1478399999999999,14402.524333333335,3600.6310833333337,418.2493066399997,687.3707702399995,1105.6200768799993,12584.73,3146.1825,830.5921799999993,5495.41,80.0,-5415.41
AGR,Agribusiness,O-Proprietary Owned,2900.0,1900.0,2450.0,2900,1900.0,2450,0.0,0.0,SSH,2750,0.15600000000000003,0.2,-100,2650,No,0,2650,1,-500,2150,No direct competitors,0,2150,2150,2150,-750,2900,2958,0.02,No,0,1026.124371961818,-1873.875628038182,0,48.66583702909091,0,2950,1950,2500,50,0.02,1-2%,Increase,Yes,2950,2950,1950,2500,2900,2950,2478.77,2550.0,2478.77,2550.0,0.1,1.1,2726.6470000000004,0.017241379310344827,0.0,0.0,1.1,2805.0,326.23,,0.1316096289692065,0.48400000000000004,0.6160000000000001,0.0,0.0,0.0,1570.8000000000002,1570.8000000000002,0.0,0.0,0.0,71.23000000000002,58.0,-13.230000000000018
AHE,"Anatomia, Histologia, Embryologia",O-Proprietary Owned,2900.0,1933.0,2417.0,2900,1933.0,2417,0.0,0.0,Health Sci,3250,0.20699999999999996,0.2,-100,3150,No,0,3150,13,0,3150,No direct competitors,0,3150,3150,3150,250,3200,3264,0.12551724137931033,No,0,1685.2088573740743,-1514.7911426259257,0,0.0,0,3250,2150,2700,350,0.12,16-20%,Increase,Yes,3250,3250,2150,2700,37700,42250,26616.132,33677.154,2047.3947692307693,2590.550307692308,0.1,14.3,29277.7452,0.1206896551724138,0.0,0.0,14.3,37044.8694,10428.737400000002,,0.3918201713156518,6.292000000000001,8.008,2211.712,170.1316923076923,1070.4686080000001,20745.126863999998,21815.595471999997,2177.154,167.47338461538462,2394.8694,7061.022000000001,754.0,-6307.022000000001
AHG,Annals of Human Genetics,J-Joint Owned,2900.0,1933.0,2417.0,2900,1933.0,2417,0.0,0.0,Life Sci,3250,None,None,-500,2750,No,0,2750,6,0,2750,No direct competitors,0,2750,2750,2750,-150,2900,2958,0.02,No,0,0.0,-2900.0,0,0.0,0,2950,1950,2450,50,0.02,1-2%,Increase,Yes,2950,2950,1950,2450,17400,17700,18386.5,19525.0,3064.4166666666665,3254.1666666666665,0.1,6.6000000000000005,20225.15,0.017241379310344827,0.0,0.0,6.6000000000000005,21477.5,3091.0,,0.16811247382590488,2.9040000000000004,3.696,0.0,0.0,0.0,12027.4,12027.4,0.0,0.0,0.0,1138.5,348.0,-790.5
AHIS,Art History,N-Society Owned,3550.0,2250.0,3000.0,3550,2250.0,3000,0.0,0.0,SSH,2750,0.834,0.8,800,3550,No,0,3550,6,0,3550,No direct competitors,0,3550,3550,3550,0,3600,3672,0.03436619718309859,No,0,784.7703391994536,-2815.2296608005463,0,4.232043215846995,0,3650,2300,3100,100,0.03,3-5%,Increase,Yes,3650,3650,2300,3100,21300,21900,17554.30021,24689.064973714285,2925.7167016666667,4114.844162285714,0.1,6.6000000000000005,19309.730231,0.028169014084507043,0.0,0.0,6.6000000000000005,27157.97147108572,9603.671261085718,,0.5470836858318556,2.9040000000000004,3.696,4818.742733857142,803.1237889761904,2332.2714831868575,15208.464023808001,17540.735506994857,4470.998412857142,745.166402142857,4918.098254142857,7134.764763714284,426.0,-6708.764763714284
AHM,Advanced Healthcare Materials,O-Proprietary Owned,3800.0,2550.0,3150.0,4200,2800.0,3500,400.0,0.10526315789473684,Physical Sci,3500,0.95,1,1000,4500,No,0,4500,89,500,5000,No direct competitors,0,5000,5000,5000,800,5000,5100,0.21428571428571427,No,0,4102.787771586308,-897.2122284136922,0,151.3678075639881,0,5100,3400,4250,900,0.21,21-25%,Increase,Yes,5100,5100,3400,4250,373800,453900,250199.48114999998,264965.6975231377,2811.230125280899,2977.1426687993,0.1,97.9,275219.429265,0.21428571428571427,-0.1,-0.02142857142857143,95.80214285714285,285216.64726240607,35017.16611240609,,0.1399569893249001,42.152942857142854,53.6492,82736.5846945946,929.6245471302764,39186.41041377984,159721.3224669474,198907.73288072724,81647.9454222973,917.3926451943516,87888.18125100144,14766.216373137693,7476.0,-7290.216373137693
AIC,AIChE Journal,N-Society Owned,3800.0,2550.0,3150.0,4200,2800.0,3500,400.0,0.10526315789473684,Physical Sci,3500,None,None,-500,3000,No,0,3000,103,500,3500,No direct competitors,0,3500,3500,3500,-700,4200,4284,0.02,No,0,0.0,-4200.0,0,0.0,0,4300,2850,3550,100,0.02,1-2%,Increase,Yes,4300,4300,2850,3550,432600,442900,499575.7465625,506972.0045563409,4850.249966626214,4922.058296663504,0.1,113.30000000000001,549533.3212187501,0.023809523809523808,0.0,0.0,113.30000000000001,557669.205011975,58093.458449475,,0.1162855860181498,49.852000000000004,63.44800000000001,136647.46995937498,1326.6744656249998,66137.3754603375,312294.75480670604,378432.13026704354,119400.70190625,1159.2301155946602,131340.772096875,7396.2579938409035,8652.0,1255.7420061590965
AID2,Advances in Digestive Medicine,N-Society Owned,0.0,0.0,0.0,2000,1600.0,1800,2000.0,0.0,Health Sci,3250,0.6,0.6,600,3850,No,0,3850,12,0,3850,No direct competitors,0,3850,3850,3850,1850,3900,3978,0.989,No,0,,,,,,4000,3200,3600,2000,1.0,over 40%,Increase,Yes,4000,4000,3200,3600,24000,48000,30164.52502,43104.460478709676,2513.7104183333336,3592.0383732258065,0.1,13.200000000000001,33180.97752200001,1.0,-0.4,-0.4,7.92,28448.943915948388,-1715.5811040516128,,-0.05687412955828511,3.4848,4.4352,11105.108817741935,925.425734811828,3224.923600672258,15931.408592931097,19156.332193603354,10974.460478709678,914.5383732258065,7243.143915948387,12939.935458709675,480.0,-12459.935458709675
AJAD,The American Journal on Addictions,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Health Sci,3250,0.943,0.9,900,4150,No,0,4150,1,-500,3650,No direct competitors,0,3650,3650,3650,650,3700,3774,0.258,No,0,1516.3433333333332,-2183.6566666666668,0,0.0,0,3750,2500,3150,750,0.25,21-25%,Increase,Yes,3750,3750,2500,3150,3000,3750,2380.0,3200.0,2380.0,3200.0,0.1,1.1,2618.0,0.25,-0.1,-0.025,1.0725,3432.0,1052.0,,0.44201680672268906,0.4719,0.6006,0.0,0.0,0.0,1921.92,1921.92,0.0,0.0,0.0,820.0,60.0,-760.0
AJAE,American Journal of Agricultural Economics,N-Society Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,SSH,2750,0.773,0.8,800,3550,No,0,3550,7,0,3550,No direct competitors,0,3550,3550,3550,250,3600,3672,0.11272727272727273,No,0,2117.488076440678,-1482.511923559322,0,0.0,0,3650,2450,3050,350,0.11,11-15%,Increase,Yes,3650,3650,2450,3050,23100,25550,22030.3479,22753.540231944447,3147.1925571428574,3250.5057474206355,0.1,7.700000000000001,24233.382690000006,0.10606060606060606,0.0,0.0,7.700000000000001,25028.894255138897,2998.5463551388966,,0.13610980492681626,3.3880000000000003,4.312000000000001,13071.378397222223,1867.339771031746,6326.547144255556,14016.180782877784,20342.72792713334,12894.738148611112,1842.1054498015874,14184.211963472224,723.1923319444468,462.0,-261.1923319444468
AJAG,Australasian Journal on Ageing,N-Society Owned,2900.0,1950.0,2400.0,3000,2000.0,2500,100.0,0.034482758620689655,Health Sci,3250,0.957,1,1000,4250,No,0,4250,42,500,4750,No direct competitors,0,4750,4750,4750,1750,4800,4896,0.632,No,0,1638.4358895951498,-3161.56411040485,0,629.8012423432838,0,4900,3250,4050,1900,0.63,over 40%,Increase,Yes,4900,4900,3250,4050,126000,205800,151649.00437500002,164851.48225,3610.6905803571435,3925.0352916666666,0.1,46.2,166813.90481250003,0.6333333333333333,-0.3,-0.18999999999999997,37.422000000000004,146882.67068475002,-4766.333690250001,,-0.031430036154169116,16.465680000000003,20.95632,72480.84618749999,1725.7344330357141,28415.3909393475,82254.29558346,110669.6865228075,70142.754375,1670.065580357143,62497.19414812502,13202.477874999982,2520.0,-10682.477874999982
AJAR,The Australian Journal of Agricultural and Resource Economics,N-Society Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,5,-500,1750,No direct competitors,0,1750,1750,1750,-750,2500,2550,0.02,No,0,531.2417936590908,-1968.758206340909,0,0.0,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,12500,12750,10775.0,12200.0,2155.0,2440.0,0.1,5.5,11852.5,0.02,0.0,0.0,5.5,13420.0,2645.0,,0.24547563805104408,2.42,3.08,0.0,0.0,0.0,7515.2,7515.2,0.0,0.0,0.0,1425.0,250.0,-1175.0
