Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
AEN,Austral Entomology,N-Society Owned,2500,1667,2083,2500,1667,2083,0,0,Life Sci,3250,0.416,0.4,300,3550,No,0,3550,4,-500,3050,No direct competitors,0,3050,3050,3050,550,3100,3162,0.2648,No,0,251.7079631,-2848.292037,0,2.823619767,0,3150,2100,2600,650,0.26,26-30%,Increase,Yes,3150,3150,2100,2600,10000,12600,9684,14400,2421,3600,0.1,4.4,10652.4,0.26,-0.1,-0.026,4.2856,15428.16,5744.16,,0.593159851,1.885664,2.399936,8100,2025,3818.4696,8639.7696,12458.2392,8000,2000,8571.2,4716,200,-4516
AENM,Advanced Energy Materials,O-Proprietary Owned,5000,3333,4167,5000,3333,4167,0,0,Physical Sci,3500,0.831,0.8,800,4300,No,0,4300,12,0,4300,No direct competitors,0,4300,4300,4300,-700,5000,5100,0.02,No,0,1789.943864,-3210.056136,0,0,0,5100,3400,4250,100,0.02,1-2%,Increase,Yes,5100,5100,3400,4250,60000,61200,35387.5,41821.7435,2948.958333,3485.145292,0.1,13.2,38926.25,0.02,0,0,13.2,46003.91785,10616.41785,,0.300004743,5.808,7.392,4037.837838,336.4864865,1954.313514,25762.194,27716.50751,3989.189189,332.4324324,4388.108108,6434.243501,1200,-5234.243501
AEPA,Australian Economic Papers,O-Proprietary Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,0.506,0.5,500,3250,No,0,3250,1,-500,2750,No direct competitors,0,2750,2750,2750,250,2800,2856,0.1424,No,0,1200.773667,-1599.226333,0,0,0,2850,1900,2350,350,0.14,11-15%,Increase,Yes,2850,2850,1900,2350,2500,2850,2478.77,2550,2478.77,2550,0.1,1.1,2726.647,0.14,0,0,1.1,2805,326.23,,0.131609629,0.484,0.616,0,0,0,1570.8,1570.8,0,0,0,71.23,50,-21.23
AEPP,Applied Economic Perspectives and Policy,N-Society Owned,3000,2000,2500,3300,2200,2750,300,0.1,SSH,2750,0.713,0.7,700,3450,No,0,3450,4,-500,2950,No direct competitors,0,2950,2950,2950,-350,3300,3366,0.02,No,0,1711.014809,-1588.985191,0,14.28969466,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,13200,13400,9875,10675,2468.75,2668.75,0.1,4.4,10862.5,0.015151515,0,0,4.4,11742.5,1867.5,,0.189113924,1.936,2.464,3100,775,1500.4,6575.8,8076.2,3050,762.5,3355,800,264,-536
AEPR,Asian Economic Policy Review,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.804,0.8,800,3550,No,0,3550,81,500,4050,No direct competitors,0,4050,4050,4050,1550,4100,4182,0.6728,No,0,555.7791354,-3544.220865,0,427.5701963,0,4200,2750,3550,1700,0.68,over 40%,Increase,Yes,4200,4200,2750,3550,202500,340200,278253.3621,291561.1592,3435.226692,3599.520484,0.1,89.1,306078.6983,0.68,-0.3,-0.204,70.9236,255290.951,-22962.41106,,-0.082523391,31.206384,39.717216,120123.8114,1483.010017,46279.38008,142962.9326,189242.3126,121699.3214,1502.460758,106559.9258,13307.79715,4050,-9257.79715
AEQ,Anthropology & Education Quarterly,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.94,0.9,900,3650,No,0,3650,12,0,3650,No direct competitors,0,3650,3650,3650,650,3700,3774,0.258,No,0,9620.057231,5920.057231,Subscription revenue considerably higher than APC - please review,11.24615385,0,3750,2500,3150,750,0.25,21-25%,Increase,Yes,3750,3750,2500,3150,36000,45000,36883.6075,38609.93812,3073.633958,3217.494843,0.1,13.2,40571.96825,0.25,-0.1,-0.025,12.87,41409.15863,4525.551132,,0.12269817,5.6628,7.2072,20955.55027,1746.295856,9888.924174,23189.12883,33078.05301,20679.81935,1723.318279,22179.10625,1726.330618,720,-1006.330618
AERE,The Australian Economic Review,N-Society Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,0.938,0.9,900,3650,No,0,3650,6,0,3650,No direct competitors,0,3650,3650,3650,1150,3700,3774,0.5096,No,0,5076.386491,1376.386491,0,0,0,3750,2500,3100,1250,0.5,over 40%,Increase,Yes,3750,3750,2500,3100,15000,22500,17407.26625,21884.08281,2901.211042,3647.347135,0.1,6.6,19147.99288,0.5,-0.2,-0.1,5.94,21665.24198,4257.975734,,0.2446091,2.6136,3.3264,6975.870583,1162.645097,3038.689226,12132.53551,15171.22474,6884.082813,1147.347135,6815.241984,4476.816563,300,-4176.816563
AET2,AEM Education and Training,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Health Sci,3250,None,None,-500,2750,No,0,2750,27,500,3250,No direct competitors,0,3250,3250,3250,250,3300,3366,0.122,No,0,0,-3300,0,0,0,3350,2250,2800,350,0.12,11-15%,Increase,Yes,3350,3350,2250,2800,81000,90450,92209.4505,96971.08867,3415.164833,3591.521803,0.1,29.7,101430.3956,0.116666667,0,0,29.7,106668.1975,14458.74704,,0.15680331,13.068,16.632,73329.30776,2715.900287,35491.38495,59734.19062,95225.57558,72401.08867,2681.521803,79641.19754,4761.638171,1620,-3141.638171
AFDR,African Development Review,N-Society Owned,3300,2200,2750,3300,2200,2750,0,0,SSH,2750,None,None,-500,2250,No,0,2250,15,0,2250,No direct competitors,0,2250,2250,2250,-1050,3300,3366,0.02,No,0,0,-3300,0,0,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,49500,50250,46760.41554,50278.45674,3117.361036,3351.897116,0.1,16.5,51436.45709,0.015151515,0,0,16.5,55306.30241,8545.886872,,0.182759002,7.26,9.24,29593.05234,1972.870156,14323.03733,30971.52935,45294.56668,29718.45674,1981.230449,32690.30241,3518.041198,990,-2528.041198
AFE,Agricultural and Forest Entomology,N-Society Owned,3500,2350,2900,3600,2400,3000,100,0.028571429,Life Sci,3250,None,None,-500,2750,No,0,2750,32,500,3250,No direct competitors,0,3250,3250,3250,-350,3600,3672,0.02,No,0,0,-3600,0,0,0,3650,2400,3050,50,0.01,1-2%,Increase,Yes,3650,3650,2450,3050,115200,116800,103990.321,111450.7745,3249.697532,3482.836703,0.1,35.2,114389.3531,0.013888889,0,0,35.2,122595.852,18605.53093,,0.178915987,15.488,19.712,55577.61553,1736.800485,26899.56591,68653.67709,95553.24301,55500.69712,1734.396785,61050.76683,7460.453477,2304,-5156.453477
AGE,Animal Genetics,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,0.377,0.4,300,3550,No,0,3550,11,0,3550,No direct competitors,0,3550,3550,3550,550,3600,3672,0.224,No,0,11181.13766,7581.137658,Subscription revenue considerably higher than APC - please review,0.561891892,0,3650,2450,3050,650,0.22,21-25%,Increase,Yes,3650,3650,2450,3050,33000,40150,39633.3885,40755,3603.035318,3705,0.1,12.1,43596.72735,0.216666667,-0.1,-0.021666667,11.83783333,43859.1725,4225.784,,0.10662182,5.208646667,6.629186667,31600,2872.727273,14963.02133,24561.1366,39524.15793,31200,2836.363636,33576.4,1121.6115,660,-461.6115
AGEC,Agricultural Economics,N-Society Owned,3000,2000,2500,3300,2200,2750,300,0.1,SSH,2750,0.535,0.5,500,3250,No,0,3250,2,-500,2750,No direct competitors,0,2750,2750,2750,-550,3300,3366,0.02,No,0,2293.832052,-1006.167948,0,0,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,6600,6700,4646.207593,5854.221568,2323.103797,2927.110784,0.1,2.2,5110.828353,0.015151515,0,0,2.2,6439.643725,1793.436131,,0.386,0.968,1.232,5947.14572,2973.57286,2878.418528,3606.200486,6484.619014,5854.221568,2927.110784,6439.643725,1208.013974,132,-1076.013974
AGJ2,Agronomy Journal,N-Society Owned,0,0,0,1000,800,900,1000,0,Life Sci,3250,0.47,0.5,500,3750,No,0,3750,4,-500,3250,No direct competitors,0,3250,3250,3250,2250,3300,3366,2.366,No,0,,,,,,3350,2700,3000,2350,2.35,over 40%,Increase,Yes,3350,3350,2700,3000,4000,13400,13102.284,18597.694,3275.571,4649.4235,0.1,4.4,14412.5124,2.35,-0.4,-0.94,0.264,1227.447804,-11874.8362,,-0.906318028,0.11616,0.14784,14402.52433,3600.631083,418.2493066,687.3707702,1105.620077,12584.73,3146.1825,830.59218,5495.41,80,-5415.41
AGR,Agribusiness,O-Proprietary Owned,2900,1900,2450,2900,1900,2450,0,0,SSH,2750,0.156,0.2,-100,2650,No,0,2650,1,-500,2150,No direct competitors,0,2150,2150,2150,-750,2900,2958,0.02,No,0,1026.124372,-1873.875628,0,48.66583703,0,2950,1950,2500,50,0.02,1-2%,Increase,Yes,2950,2950,1950,2500,2900,2950,2478.77,2550,2478.77,2550,0.1,1.1,2726.647,0.017241379,0,0,1.1,2805,326.23,,0.131609629,0.484,0.616,0,0,0,1570.8,1570.8,0,0,0,71.23,58,-13.23
AHE,"Anatomia, Histologia, Embryologia",O-Proprietary Owned,2900,1933,2417,2900,1933,2417,0,0,Health Sci,3250,0.207,0.2,-100,3150,No,0,3150,13,0,3150,No direct competitors,0,3150,3150,3150,250,3200,3264,0.125517241,No,0,1685.208857,-1514.791143,0,0,0,3250,2150,2700,350,0.12,16-20%,Increase,Yes,3250,3250,2150,2700,37700,42250,26616.132,33677.154,2047.394769,2590.550308,0.1,14.3,29277.7452,0.120689655,0,0,14.3,37044.8694,10428.7374,,0.391820171,6.292,8.008,2211.712,170.1316923,1070.468608,20745.12686,21815.59547,2177.154,167.4733846,2394.8694,7061.022,754,-6307.022
AHG,Annals of Human Genetics,J-Joint Owned,2900,1933,2417,2900,1933,2417,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,6,0,2750,No direct competitors,0,2750,2750,2750,-150,2900,2958,0.02,No,0,0,-2900,0,0,0,2950,1950,2450,50,0.02,1-2%,Increase,Yes,2950,2950,1950,2450,17400,17700,18386.5,19525,3064.416667,3254.166667,0.1,6.6,20225.15,0.017241379,0,0,6.6,21477.5,3091,,0.168112474,2.904,3.696,0,0,0,12027.4,12027.4,0,0,0,1138.5,348,-790.5
AHIS,Art History,N-Society Owned,3550,2250,3000,3550,2250,3000,0,0,SSH,2750,0.834,0.8,800,3550,No,0,3550,6,0,3550,No direct competitors,0,3550,3550,3550,0,3600,3672,0.034366197,No,0,784.7703392,-2815.229661,0,4.232043216,0,3650,2300,3100,100,0.03,3-5%,Increase,Yes,3650,3650,2300,3100,21300,21900,17554.30021,24689.06497,2925.716702,4114.844162,0.1,6.6,19309.73023,0.028169014,0,0,6.6,27157.97147,9603.671261,,0.547083686,2.904,3.696,4818.742734,803.123789,2332.271483,15208.46402,17540.73551,4470.998413,745.1664021,4918.098254,7134.764764,426,-6708.764764
AHM,Advanced Healthcare Materials,O-Proprietary Owned,3800,2550,3150,4200,2800,3500,400,0.105263158,Physical Sci,3500,0.95,1,1000,4500,No,0,4500,89,500,5000,No direct competitors,0,5000,5000,5000,800,5000,5100,0.214285714,No,0,4102.787772,-897.2122284,0,151.3678076,0,5100,3400,4250,900,0.21,21-25%,Increase,Yes,5100,5100,3400,4250,373800,453900,250199.4811,264965.6975,2811.230125,2977.142669,0.1,97.9,275219.4293,0.214285714,-0.1,-0.021428571,95.80214286,285216.6473,35017.16611,,0.139956989,42.15294286,53.6492,82736.58469,929.6245471,39186.41041,159721.3225,198907.7329,81647.94542,917.3926452,87888.18125,14766.21637,7476,-7290.216373
AIC,AIChE Journal,N-Society Owned,3800,2550,3150,4200,2800,3500,400,0.105263158,Physical Sci,3500,None,None,-500,3000,No,0,3000,103,500,3500,No direct competitors,0,3500,3500,3500,-700,4200,4284,0.02,No,0,0,-4200,0,0,0,4300,2850,3550,100,0.02,1-2%,Increase,Yes,4300,4300,2850,3550,432600,442900,499575.7466,506972.0046,4850.249967,4922.058297,0.1,113.3,549533.3212,0.023809524,0,0,113.3,557669.205,58093.45845,,0.116285586,49.852,63.448,136647.47,1326.674466,66137.37546,312294.7548,378432.1303,119400.7019,1159.230116,131340.7721,7396.257994,8652,1255.742006
AID2,Advances in Digestive Medicine,N-Society Owned,0,0,0,2000,1600,1800,2000,0,Health Sci,3250,0.6,0.6,600,3850,No,0,3850,12,0,3850,No direct competitors,0,3850,3850,3850,1850,3900,3978,0.989,No,0,,,,,,4000,3200,3600,2000,1,over 40%,Increase,Yes,4000,4000,3200,3600,24000,48000,30164.52502,43104.46048,2513.710418,3592.038373,0.1,13.2,33180.97752,1,-0.4,-0.4,7.92,28448.94392,-1715.581104,,-0.05687413,3.4848,4.4352,11105.10882,925.4257348,3224.923601,15931.40859,19156.33219,10974.46048,914.5383732,7243.143916,12939.93546,480,-12459.93546
AJAD,The American Journal on Addictions,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Health Sci,3250,0.943,0.9,900,4150,No,0,4150,1,-500,3650,No direct competitors,0,3650,3650,3650,650,3700,3774,0.258,No,0,1516.343333,-2183.656667,0,0,0,3750,2500,3150,750,0.25,21-25%,Increase,Yes,3750,3750,2500,3150,3000,3750,2380,3200,2380,3200,0.1,1.1,2618,0.25,-0.1,-0.025,1.0725,3432,1052,,0.442016807,0.4719,0.6006,0,0,0,1921.92,1921.92,0,0,0,820,60,-760
AJAE,American Journal of Agricultural Economics,N-Society Owned,3000,2000,2500,3300,2200,2750,300,0.1,SSH,2750,0.773,0.8,800,3550,No,0,3550,7,0,3550,No direct competitors,0,3550,3550,3550,250,3600,3672,0.112727273,No,0,2117.488076,-1482.511924,0,0,0,3650,2450,3050,350,0.11,11-15%,Increase,Yes,3650,3650,2450,3050,23100,25550,22030.3479,22753.54023,3147.192557,3250.505747,0.1,7.7,24233.38269,0.106060606,0,0,7.7,25028.89426,2998.546355,,0.136109805,3.388,4.312,13071.3784,1867.339771,6326.547144,14016.18078,20342.72793,12894.73815,1842.10545,14184.21196,723.1923319,462,-261.1923319
AJAG,Australasian Journal on Ageing,N-Society Owned,2900,1950,2400,3000,2000,2500,100,0.034482759,Health Sci,3250,0.957,1,1000,4250,No,0,4250,42,500,4750,No direct competitors,0,4750,4750,4750,1750,4800,4896,0.632,No,0,1638.43589,-3161.56411,0,629.8012423,0,4900,3250,4050,1900,0.63,over 40%,Increase,Yes,4900,4900,3250,4050,126000,205800,151649.0044,164851.4823,3610.69058,3925.035292,0.1,46.2,166813.9048,0.633333333,-0.3,-0.19,37.422,146882.6707,-4766.33369,,-0.031430036,16.46568,20.95632,72480.84619,1725.734433,28415.39094,82254.29558,110669.6865,70142.75438,1670.06558,62497.19415,13202.47787,2520,-10682.47787
AJAR,The Australian Journal of Agricultural and Resource Economics,N-Society Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,None,None,-500,2250,No,0,2250,5,-500,1750,No direct competitors,0,1750,1750,1750,-750,2500,2550,0.02,No,0,531.2417937,-1968.758206,0,0,0,2550,1700,2100,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2100,12500,12750,10775,12200,2155,2440,0.1,5.5,11852.5,0.02,0,0,5.5,13420,2645,,0.245475638,2.42,3.08,0,0,0,7515.2,7515.2,0,0,0,1425,250,-1175
AJB2,American Journal of Botany,N-Society Owned,1500,1155,1376,1650,1250,1500,150,0.1,Life Sci,3250,0.855,0.9,900,4150,No,0,4150,12,0,4150,No direct competitors,0,4150,4150,4150,2500,4200,4284,1.596363636,No,0,3083.087131,-1116.912869,0,0,0,4300,3250,3900,2650,1.61,16-20%,Increase,Yes,4300,4300,3250,3900,19800,51600,34860.65,42839.62417,2905.054167,3569.968681,0.1,13.2,38346.715,1.606060606,-0.4,-0.642424242,4.72,16850.25217,-18010.39783,,-0.516639759,2.0768,2.6432,33251.46833,2770.955694,5754.720786,9436.141216,15190.862,33302.12417,2775.177014,13098.83551,7978.974167,396,-7582.974167
AJCO,Asia-Pacific Journal of Clinical Oncology,O-Proprietary Owned,3200,2133,2667,3200,2133,2667,0,0,Health Sci,3250,0.268,0.3,100,3350,No,0,3350,4,-500,2850,No direct competitors,0,2850,2850,2850,-350,3200,3264,0.02,No,0,809.616872,-2390.383128,0,0,0,3250,2200,2700,50,0.02,1-2%,Increase,Yes,3250,3250,2200,2700,12800,13000,8215.5,14700,2053.875,3675,0.1,4.4,9037.05,0.015625,0,0,4.4,16170,7954.5,,0.968230783,1.936,2.464,0,0,0,9055.2,9055.2,0,0,0,6484.5,256,-6228.5
AJCP,American Journal of Community Psychology,N-Society Owned,2500,1650,2100,2750,1800,2300,250,0.1,SSH,2750,0.675,0.7,700,3450,No,0,3450,9,0,3450,No direct competitors,0,3450,3450,3450,700,3500,3570,0.298181818,No,0,4329.358871,829.358871,0,0,0,3550,2300,2950,800,0.29,16-20%,Increase,Yes,3550,3550,2300,2950,24750,31950,28103.3575,28605.30231,3122.595278,3178.366923,0.1,9.9,30913.69325,0.290909091,-0.1,-0.029090909,9.612,30550.46287,2447.105368,,0.087075196,4.22928,5.38272,19759.51985,2195.502205,9285.393567,17108.25921,26393.65277,19468.93867,2163.215408,20792.8265,501.9448106,495,-6.944810606
AJD,Australasian Journal of Dermatology,N-Society Owned,3100,2050,2600,3100,2050,2600,0,0,Health Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,-600,3100,3162,0.02,No,0,22.60782609,-3077.392174,0,0,0,3150,2100,2650,50,0.02,1-2%,Increase,Yes,3150,3150,2100,2650,0,0,0,0,0,0,0.1,0,0,0.016129032,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJE,African Journal of Ecology,O-Proprietary Owned,2700,1800,2250,2700,1800,2250,0,0,Life Sci,3250,0.37,0.4,300,3550,No,0,3550,2,-500,3050,No direct competitors,0,3050,3050,3050,350,3100,3162,0.171111111,No,0,3083.015736,-16.98426448,0,0,0,3150,2100,2650,450,0.17,16-20%,Increase,Yes,3150,3150,2100,2650,5400,6300,6200,8200,3100,4100,0.1,2.2,6820,0.166666667,0,0,2.2,9020,2820,,0.45483871,0.968,1.232,8300,4150,4017.2,5051.2,9068.4,8200,4100,9020,2000,108,-1892
AJES,The American Journal of Economics and Sociology,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.491,0.5,500,3250,No,0,3250,4,-500,2750,No direct competitors,0,2750,2750,2750,250,2800,2856,0.1424,No,0,7419.621553,4619.621553,Subscription revenue considerably higher than APC - please review,0,0,2850,1900,2400,350,0.14,11-15%,Increase,Yes,2850,2850,1900,2400,10000,11400,9438.17625,11198.67175,2359.544063,2799.667936,0.1,4.4,10381.99388,0.14,0,0,4.4,12318.53892,2880.36267,,0.305182124,1.936,2.464,5760.971336,1440.242834,2788.310127,6898.381795,9686.691922,5678.671746,1419.667936,6246.53892,1760.495496,200,-1560.495496
AJFS,Asia-Pacific Journal of Financial Studies,N-Society Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,0.182,0.2,-100,2650,No,0,2650,15,0,2650,No direct competitors,0,2650,2650,2650,150,2700,2754,0.1016,No,0,321.2072324,-2378.792768,0,109.8767121,0,2750,1850,2300,250,0.1,6-10%,Increase,Yes,2750,2750,1850,2300,37500,41250,43581.60449,46338.35626,2905.440299,3089.223751,0.1,16.5,47939.76494,0.1,0,0,16.5,50972.19189,7390.587399,,0.169580434,7.26,9.24,36489.97352,2432.664901,17661.14718,28544.42746,46205.57464,37453.35626,2496.890417,41198.69189,2756.751773,750,-2006.751773
AJGW,Australian Journal of Grape and Wine Research,N-Society Owned,3700,2450,3100,3700,2450,3100,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,5,-500,2250,No direct competitors,0,2250,2250,2250,-1450,3700,3774,0.02,No,0,0,-3700,0,0,0,3750,2450,3150,50,0.01,1-2%,Increase,Yes,3750,3750,2500,3150,18500,18750,14875,15250,2975,3050,0.1,5.5,16362.5,0.013513514,0,0,5.5,16775,1900,,0.127731092,2.42,3.08,0,0,0,9394,9394,0,0,0,375,370,-5
AJH,American Journal of Hematology,O-Proprietary Owned,4500,3000,3750,4500,3000,3750,0,0,Health Sci,3250,0.645,0.6,600,3850,No,0,3850,4,-500,3350,No direct competitors,0,3350,3350,3350,-1150,4500,4590,0.02,No,0,0,-4500,0,0,0,4600,3050,3850,100,0.02,1-2%,Increase,Yes,4600,4600,3050,3850,18000,18400,3753.26,11739.88889,938.315,2934.972222,0.1,4.4,4128.586,0.022222222,0,0,4.4,12913.87778,9160.617778,,2.440709617,1.936,2.464,0,0,0,7231.771556,7231.771556,0,0,0,7986.628889,360,-7626.628889
AJHB,American Journal of Human Biology,O-Proprietary Owned,3600,2400,3000,3600,2400,3000,0,0,Life Sci,3250,0.539,0.5,500,3750,No,0,3750,7,0,3750,No direct competitors,0,3750,3750,3750,150,3800,3876,0.076666667,No,0,6778.447451,2978.447451,Subscription revenue considerably higher than APC - please review,0,0,3900,2600,3250,300,0.08,6-10%,Increase,Yes,3900,3900,2600,3250,25200,27300,18856.12093,19461.98508,2693.731561,2780.283583,0.1,7.7,20741.73302,0.083333333,0,0,7.7,21408.18359,2552.062662,,0.135343991,3.388,4.312,8541.849233,1220.264176,4134.255029,11988.58281,16122.83784,8399.485079,1199.92644,9239.433587,605.8641539,504,-101.8641539
AJI,American Journal of Reproductive Immunology,O-Proprietary Owned,3600,2400,3000,3600,2400,3000,0,0,Health Sci,3250,0.838,0.8,800,4050,No,0,4050,17,0,4050,No direct competitors,0,4050,4050,4050,450,4100,4182,0.161666667,No,0,0,-4100,0,0,0,4200,2800,3500,600,0.17,16-20%,Increase,Yes,4200,4200,2800,3500,61200,71400,50097.5,55911.36364,2946.911765,3288.903743,0.1,18.7,55107.25,0.166666667,-0.1,-0.016666667,18.38833333,60477.45833,10379.95833,,0.207195136,8.090866667,10.29746667,33636.36364,1978.609626,16008.66667,33867.37667,49876.04333,33181.81818,1951.871658,35891.66667,5813.863636,1224,-4589.863636
AJIM,American Journal of Industrial Medicine,O-Proprietary Owned,3800,2533,3167,3800,2533,3167,0,0,Health Sci,3250,0.366,0.4,300,3550,No,0,3550,6,0,3550,No direct competitors,0,3550,3550,3550,-250,3800,3876,0.02,No,0,2830.308182,-969.6918184,0,50.32382095,0,3900,2600,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2600,3250,22800,23400,16969.757,19175,2828.292833,3195.833333,0.1,6.6,18666.7327,0.026315789,0,0,6.6,21092.5,4122.743,,0.242946496,2.904,3.696,0,0,0,11811.8,11811.8,0,0,0,2205.243,456,-1749.243
AJMB,American Journal of Medical Genetics Part B:Neuropsychiatric Genetics,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,4,-500,2250,No direct competitors,0,2250,2250,2250,-750,3000,3060,0.02,No,0,15223.88181,12223.88181,Subscription revenue considerably higher than APC - please review,9.172379825,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,12000,12200,8775,10950,2193.75,2737.5,0.1,4.4,9652.5,0.016666667,0,0,4.4,12045,3270,,0.372649573,1.936,2.464,0,0,0,6745.2,6745.2,0,0,0,2175,240,-1935
AJMC,American Journal of Medical Genetics Part C:Seminars in Medical Genetics,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,59,500,3250,No direct competitors,0,3250,3250,3250,250,3300,3366,0.122,No,0,0,-3300,0,0,0,3350,2250,2800,350,0.12,11-15%,Increase,Yes,3350,3350,2250,2800,177000,197650,213960.0266,265650.8055,3626.441129,4502.556026,0.1,64.9,235356.0293,0.116666667,0,0,64.9,292215.8861,78255.85947,,0.365749905,28.556,36.344,98308.90378,1666.252606,47581.50943,163640.8962,211222.4056,85900.98388,1455.948879,94491.08227,51690.77892,3540,-48150.77892
AJMG,American Journal of Medical Genetics Part A,O-Proprietary Owned,3600,2400,3000,3600,2400,3000,0,0,Life Sci,3250,0.144,0.1,-300,2950,No,0,2950,3,-500,2450,No direct competitors,0,2450,2450,2450,-1150,3600,3672,0.02,No,0,4702.426882,1102.426882,0,0.865014491,0,3650,2400,3050,50,0.01,1-2%,Increase,Yes,3650,3650,2450,3050,10800,10950,7684.675,8112.5,2561.558333,2704.166667,0.1,3.3,8453.1425,0.013888889,0,0,3.3,8923.75,1239.075,,0.16123974,1.452,1.848,6000,2000,2904,4997.3,7901.3,6900,2300,7590,427.825,216,-211.825
AJO,Australian and New Zealand Journal of Obstetrics and Gynaecology,N-Society Owned,3300,2200,2750,3300,2200,2750,0,0,Health Sci,3250,0.211,0.2,-100,3150,No,0,3150,6,0,3150,No direct competitors,0,3150,3150,3150,-150,3300,3366,0.02,No,0,1025.228213,-2274.771787,0,160.9719792,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,19800,20100,14687.84419,15303.5913,2447.974031,2550.59855,0.1,6.6,16156.62861,0.015151515,0,0,6.6,16833.95043,2146.106245,,0.146114448,2.904,3.696,5081.838417,846.9730694,2459.609794,9427.012242,11886.62204,4991.091302,831.8485503,5490.200432,615.7471146,396,-219.7471146
AJOC,Asian Journal of Organic Chemistry,J-Joint Owned,3500,2350,2900,3500,2350,2900,0,0,Physical Sci,3500,None,None,-500,3000,No,0,3000,3,-500,2500,No direct competitors,0,2500,2500,2500,-1000,3500,3570,0.02,No,0,182.9890909,-3317.010909,0,0,0,3550,2350,2950,50,0.01,1-2%,Increase,Yes,3550,3550,2400,2950,10500,10650,9000,9150,3000,3050,0.1,3.3,9900,0.014285714,0,0,3.3,10065,1065,,0.118333333,1.452,1.848,9300,3100,4501.2,5636.4,10137.6,9150,3050,10065,150,210,60
AJP,American Journal of Primatology,O-Proprietary Owned,3700,2467,3083,3700,2467,3083,0,0,Life Sci,3250,0.556,0.6,600,3850,No,0,3850,2,-500,3350,No direct competitors,0,3350,3350,3350,-350,3700,3774,0.02,No,0,1709.321951,-1990.678049,0,475.6097561,0,3750,2500,3100,50,0.01,1-2%,Increase,Yes,3750,3750,2500,3100,7400,7500,4330,5812.5,2165,2906.25,0.1,2.2,4763,0.013513514,0,0,2.2,6393.75,2063.75,,0.476616628,0.968,1.232,0,0,0,3580.5,3580.5,0,0,0,1482.5,148,-1334.5
